Iteration	Posterior	Likelihood	Prior	alpha	beta	diversification	extinction	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	root	speciation	turnover
150	-13305.1	-13133.8	-171.362	0.288699	0.288699	0.063298	0.22175	0.00442346	0.0957376	0.576327	3.32351	13.3361	0.337559	0.371697	0.0584607	0.232283	76.0712	0.285048	0.22175
160	-13296.3	-13127.2	-169.159	0.266536	0.266536	0.0549642	0.181976	0.00297364	0.0788656	0.535086	3.38307	13.225	0.357111	0.360074	0.0631373	0.219678	73.7957	0.23694	0.181976
170	-13303	-13134.3	-168.718	0.250983	0.250983	0.0597733	0.158547	0.00215787	0.0674006	0.503554	3.42689	15.4306	0.363868	0.361072	0.0627547	0.212306	73.0681	0.21832	0.158547
180	-13300.5	-13129.2	-171.393	0.276897	0.276897	0.0378933	0.165113	0.00360877	0.0866907	0.554886	3.35481	13.8276	0.356216	0.357632	0.0618713	0.22428	81.1761	0.203006	0.165113
190	-13302.2	-13131.2	-171.096	0.269577	0.269577	0.0571255	0.262993	0.00315233	0.0811486	0.540994	3.37471	14.5523	0.373135	0.343683	0.0602777	0.222904	75.772	0.320119	0.262993
200	-13302.7	-13131.2	-171.467	0.282531	0.282531	0.0377689	0.309816	0.0039855	0.0909943	0.565265	3.33975	14.3567	0.370304	0.341076	0.067406	0.221214	77.379	0.347585	0.309816
210	-13299.3	-13126.7	-172.667	0.271716	0.271716	0.0589205	0.207108	0.00328185	0.0827615	0.545101	3.36886	15.7636	0.367438	0.350109	0.0621195	0.220333	87.6945	0.266028	0.207108
220	-13295.5	-13122.5	-173.031	0.268718	0.268718	0.0507353	0.0623449	0.00310118	0.0805021	0.539332	3.37706	14.494	0.3602	0.362793	0.0610149	0.215992	82.6003	0.11308	0.0623449
230	-13293	-13120.7	-172.273	0.263602	0.263602	0.04719	0.180818	0.00280718	0.0766737	0.529305	3.39121	15.5201	0.363268	0.356214	0.0626851	0.217832	84.5125	0.228008	0.180818
240	-13305.5	-13131.8	-173.74	0.300993	0.300993	0.0656424	0.0371711	0.00537619	0.105268	0.597466	3.29189	13.7895	0.353752	0.360199	0.0657794	0.220269	82.3778	0.102814	0.0371711
250	-13302	-13131.4	-170.607	0.276017	0.276017	0.0468072	0.109443	0.00355193	0.0860213	0.55324	3.35719	13.6151	0.340993	0.370447	0.0597179	0.228841	78.0231	0.15625	0.109443
260	-13302.6	-13132.2	-170.393	0.271254	0.271254	0.0726857	0.110951	0.00325359	0.0824126	0.544217	3.37012	14.4978	0.345767	0.367034	0.0604664	0.226733	76.189	0.183637	0.110951
270	-13302.8	-13131.4	-171.38	0.290669	0.290669	0.0572259	0.0983638	0.00456902	0.097259	0.579795	3.31838	14.4443	0.353546	0.361435	0.0624519	0.222568	87.2248	0.15559	0.0983638
280	-13311	-13138.8	-172.208	0.260329	0.260329	0.0689	0.179168	0.00262849	0.074244	0.522767	3.40036	15.9307	0.334575	0.366704	0.0634971	0.235224	77.5145	0.248068	0.179168
290	-13299.9	-13126.4	-173.473	0.282145	0.282145	0.0633874	0.276826	0.00395899	0.0906987	0.564563	3.34078	14.1536	0.347519	0.369021	0.0676411	0.215819	81.2458	0.340213	0.276826
300	-13298.3	-13125.7	-172.63	0.267795	0.267795	0.0353102	0.177208	0.00304685	0.0798093	0.537542	3.3796	14.6244	0.351377	0.373118	0.0631744	0.212331	80.7861	0.212518	0.177208
310	-13303.4	-13132.3	-171.099	0.274595	0.274595	0.0538747	0.270951	0.00346121	0.0849413	0.550567	3.36103	15.0479	0.347675	0.370691	0.0603629	0.221271	76.3807	0.324825	0.270951
320	-13302.6	-13131.5	-171.144	0.256345	0.256345	0.0496281	0.186045	0.00242074	0.0713087	0.514676	3.41159	14.9837	0.363366	0.357656	0.0570363	0.221942	78.6675	0.235673	0.186045
330	-13302.5	-13129.6	-172.912	0.285566	0.285566	0.0370696	0.306182	0.00419763	0.0933242	0.570746	3.33173	14.725	0.357768	0.361115	0.0612404	0.219876	78.6675	0.343252	0.306182
340	-13308.4	-13134.5	-173.899	0.250524	0.250524	0.0340242	0.236042	0.00213627	0.0670687	0.50259	3.42821	17.252	0.356147	0.359478	0.0670453	0.21733	81.5774	0.270066	0.236042
350	-13307.8	-13133.9	-173.869	0.247933	0.247933	0.0375397	0.191286	0.00201684	0.0652016	0.497107	3.43567	15.403	0.361072	0.35495	0.0662692	0.217709	84.9705	0.228825	0.191286
360	-13301.6	-13128.6	-173.015	0.268052	0.268052	0.0578798	0.161422	0.00306189	0.0800018	0.53804	3.3789	13.4932	0.340241	0.371361	0.0592099	0.229188	87.7999	0.219302	0.161422
370	-13295.8	-13122.3	-173.481	0.270663	0.270663	0.0498857	0.100995	0.00321767	0.0819666	0.543083	3.37173	13.8912	0.339253	0.369287	0.0603413	0.231118	89.0744	0.150881	0.100995
380	-13302.3	-13128.4	-173.869	0.256974	0.256974	0.0419123	0.100995	0.00245283	0.0717704	0.515963	3.40981	15.0311	0.340327	0.369432	0.0606463	0.229595	87.1644	0.142907	0.100995
390	-13303.5	-13128.5	-174.985	0.268689	0.268689	0.0313707	0.339644	0.00309946	0.0804804	0.539276	3.37714	14.5547	0.338278	0.367208	0.0663006	0.228213	89.1908	0.371015	0.339644
400	-13299.8	-13124.6	-175.177	0.263345	0.263345	0.0350824	0.285427	0.00279294	0.076483	0.528797	3.39193	14.5547	0.339174	0.371073	0.0674034	0.22235	89.1964	0.32051	0.285427
410	-13304.8	-13133	-171.857	0.286497	0.286497	0.0503004	0.103741	0.00426401	0.0940405	0.572413	3.32928	14.3195	0.340115	0.364724	0.0677367	0.227425	85.8853	0.154042	0.103741
420	-13304	-13131.9	-172.086	0.273137	0.273137	0.0511834	0.131564	0.00336966	0.0838363	0.547808	3.36499	16.6715	0.361188	0.353076	0.0655735	0.220162	85.3696	0.182747	0.131564
430	-13311	-13137.7	-173.263	0.296935	0.296935	0.0455193	0.15884	0.00504994	0.102113	0.590619	3.30222	14.7772	0.365485	0.340919	0.0658977	0.227698	85.9624	0.204359	0.15884
440	-13304	-13132.9	-171.065	0.270489	0.270489	0.046018	0.215185	0.00320715	0.0818355	0.54275	3.37221	14.6664	0.353045	0.366194	0.0608138	0.219948	82.3992	0.261203	0.215185
450	-13312.1	-13136.5	-175.608	0.283992	0.283992	0.0338294	0.0900944	0.0040868	0.0921148	0.567913	3.33589	14.1629	0.327299	0.374725	0.0663435	0.231633	83.7318	0.123924	0.0900944
460	-13300.8	-13129.1	-171.754	0.266504	0.266504	0.0605574	0.125756	0.00297176	0.0788412	0.535022	3.38316	13.9763	0.331822	0.37248	0.0662616	0.229436	85.0964	0.186314	0.125756
470	-13299.1	-13128.1	-171.009	0.267481	0.267481	0.0658162	0.110602	0.00302847	0.0795736	0.53693	3.38047	15.3874	0.37226	0.350289	0.06257	0.214881	80.7281	0.176419	0.110602
480	-13304.7	-13132.6	-172.084	0.262198	0.262198	0.0461549	0.289917	0.00272965	0.0756297	0.526513	3.39513	15.6005	0.372739	0.35008	0.0624293	0.214752	81.1666	0.336072	0.289917
490	-13306.8	-13135.2	-171.549	0.284218	0.284218	0.0552322	0.1614	0.00410265	0.0922888	0.568322	3.33529	15.6005	0.348073	0.369687	0.0665762	0.215664	86.3898	0.216632	0.1614
500	-13305.7	-13132.9	-172.755	0.26215	0.26215	0.038337	0.162486	0.00272703	0.0755941	0.526418	3.39526	15.0843	0.348017	0.362079	0.0558985	0.234006	84.7321	0.200823	0.162486
510	-13305.9	-13133.3	-172.661	0.28909	0.28909	0.0586224	0.169503	0.00445214	0.0960394	0.577018	3.32249	13.8146	0.350432	0.359158	0.0665944	0.223816	87.7705	0.228125	0.169503
520	-13311.8	-13137.7	-174.093	0.291213	0.291213	0.0415816	0.0766883	0.00460962	0.0976789	0.580746	3.31697	14.5374	0.353335	0.360374	0.0606207	0.22567	81.6023	0.11827	0.0766883
530	-13304.9	-13132	-172.848	0.271057	0.271057	0.0598385	0.0927673	0.0032416	0.0822639	0.54384	3.37065	17.0417	0.370916	0.354305	0.0593522	0.215427	87.9199	0.152606	0.0927673
540	-13307.6	-13134.2	-173.377	0.260474	0.260474	0.0605866	0.0505477	0.00263628	0.0743517	0.52306	3.39995	15.2305	0.367467	0.351011	0.0680967	0.213424	85.3145	0.111134	0.0505477
550	-13302.3	-13129.2	-173.08	0.252022	0.252022	0.0697274	0.0813063	0.00220734	0.0681541	0.505731	3.42391	15.9126	0.362433	0.353249	0.0675404	0.216777	87.0553	0.151034	0.0813063
560	-13300.4	-13126.5	-173.895	0.279443	0.279443	0.0347144	0.169517	0.00377624	0.0886315	0.559609	3.34798	14.3945	0.340267	0.371632	0.063638	0.224463	87.4336	0.204231	0.169517
570	-13304.2	-13128.2	-176.045	0.271469	0.271469	0.0313037	0.360227	0.00326671	0.0825747	0.544628	3.36953	15.2138	0.353695	0.360219	0.0597694	0.226317	88.0872	0.391531	0.360227
580	-13304.3	-13129.5	-174.812	0.288065	0.288065	0.0659468	0.25765	0.0043772	0.0952486	0.575204	3.32517	14.3155	0.343927	0.359594	0.0608196	0.23566	81.6274	0.323597	0.25765
590	-13301.2	-13126.8	-174.364	0.268784	0.268784	0.0342843	0.386546	0.00310509	0.0805518	0.53946	3.37688	14.0106	0.343715	0.359988	0.0607821	0.235515	81.4568	0.42083	0.386546
600	-13299.1	-13128	-171.136	0.272595	0.272595	0.06559	0.105239	0.00333602	0.0834264	0.546778	3.36646	14.4825	0.346147	0.37307	0.0606044	0.220179	82.9894	0.170829	0.105239
610	-13306.7	-13133.6	-173.093	0.265197	0.265197	0.0375714	0.351796	0.00289695	0.0778639	0.532458	3.38678	14.6488	0.347374	0.37234	0.0598118	0.220475	80.3056	0.389367	0.351796
620	-13305.8	-13131.5	-174.3	0.269945	0.269945	0.0576682	0.282534	0.00317436	0.0814254	0.541703	3.3737	14.2421	0.354446	0.359561	0.0610295	0.224963	86.6943	0.340203	0.282534
630	-13307.3	-13135.4	-171.946	0.26681	0.26681	0.0575449	0.149745	0.00298943	0.0790702	0.53562	3.38232	16.3692	0.36341	0.35718	0.0591706	0.22024	86.6943	0.20729	0.149745
640	-13305.8	-13134.7	-171.173	0.263913	0.263913	0.0525528	0.0972844	0.00282457	0.0769058	0.529922	3.39035	14.6637	0.362164	0.35663	0.0613057	0.219901	82.5714	0.149837	0.0972844
650	-13298.8	-13128.6	-170.197	0.271365	0.271365	0.0643861	0.152512	0.0032604	0.0824968	0.544431	3.36981	15.2318	0.362807	0.355907	0.0618314	0.219455	80.0263	0.216898	0.152512
660	-13308.9	-13138	-170.986	0.282298	0.282298	0.0462519	0.0931412	0.00396947	0.0908157	0.564841	3.34037	14.9406	0.35446	0.360569	0.0626414	0.22233	74.141	0.139393	0.0931412
670	-13305.8	-13134.1	-171.773	0.280599	0.280599	0.0376583	0.308413	0.00385381	0.0895152	0.561736	3.34489	14.5235	0.35446	0.360569	0.0626414	0.22233	74.3252	0.346071	0.308413
680	-13306.8	-13136.6	-170.232	0.288881	0.288881	0.0456843	0.224084	0.00443676	0.0958777	0.576648	3.32304	14.1274	0.356761	0.35397	0.0617293	0.22754	77.5988	0.269768	0.224084
690	-13319.9	-13145.2	-174.687	0.283503	0.283503	0.0276345	0.517238	0.00405276	0.0917399	0.56703	3.33718	13.5092	0.360264	0.355611	0.06367	0.220456	75.5889	0.544872	0.517238
700	-13308.1	-13138.4	-169.773	0.290924	0.290924	0.0564535	0.173488	0.00458803	0.0974558	0.580241	3.31771	13.4628	0.365997	0.3397	0.0647934	0.229509	74.7278	0.229941	0.173488
710	-13305.9	-13136.8	-169.094	0.276953	0.276953	0.0565634	0.178901	0.00361236	0.0867328	0.554989	3.35467	12.2376	0.337363	0.368272	0.0652025	0.229163	77.2776	0.235465	0.178901
720	-13300.6	-13131.5	-169.082	0.273377	0.273377	0.0617506	0.116247	0.00338462	0.0840179	0.548263	3.36433	13.99	0.355906	0.354437	0.0691045	0.220553	76.6677	0.177998	0.116247
730	-13297.9	-13128.3	-169.647	0.274738	0.274738	0.0481896	0.140327	0.00347025	0.0850496	0.550836	3.36064	15.2487	0.366024	0.354213	0.0593485	0.220414	77.6888	0.188516	0.140327
740	-13303.5	-13134.5	-169.027	0.281999	0.281999	0.0740747	0.0747758	0.00394897	0.0905867	0.564297	3.34117	15.1028	0.362982	0.351269	0.0629402	0.222808	70.4367	0.14885	0.0747758
750	-13297.6	-13127.5	-170.088	0.279546	0.279546	0.0569385	0.204462	0.00378312	0.0887103	0.559799	3.34771	14.0438	0.337239	0.370339	0.0613474	0.231074	76.7978	0.2614	0.204462
760	-13302.9	-13128.9	-173.958	0.254705	0.254705	0.0484036	0.43464	0.00233831	0.0701079	0.511302	3.41625	14.7053	0.342199	0.373257	0.0551601	0.229384	77.5519	0.483044	0.43464
770	-13299.5	-13128.8	-170.658	0.301071	0.301071	0.0580773	0.0879805	0.00538263	0.105329	0.597598	3.29169	15.2512	0.348534	0.363471	0.0646256	0.22337	83.4278	0.146058	0.0879805
780	-13301.1	-13125.5	-175.536	0.276322	0.276322	0.0295357	0.496062	0.00357153	0.0862528	0.55381	3.35637	15.2818	0.353616	0.364852	0.0615435	0.219988	84.9534	0.525597	0.496062
790	-13295.3	-13123.3	-172.011	0.289426	0.289426	0.051213	0.248836	0.00447687	0.0962989	0.577611	3.32161	14.8274	0.35305	0.363419	0.0627584	0.220773	82.3748	0.300049	0.248836
800	-13297.9	-13126	-171.932	0.271307	0.271307	0.0365461	0.286163	0.00325683	0.0824526	0.544319	3.36997	15.1659	0.358563	0.369094	0.0643666	0.207977	77.5783	0.32271	0.286163
810	-13297.4	-13125.8	-171.592	0.274064	0.274064	0.0432834	0.250609	0.00342766	0.0845382	0.549563	3.36247	15.3316	0.370361	0.347094	0.0667777	0.215767	81.3302	0.293893	0.250609
820	-13294.8	-13124.1	-170.684	0.269566	0.269566	0.0592325	0.137938	0.00315166	0.0811402	0.540972	3.37474	14.642	0.357041	0.350019	0.0652306	0.22771	78.7186	0.19717	0.137938
830	-13296.4	-13124.7	-171.65	0.280164	0.280164	0.0462457	0.0974818	0.0038245	0.0891824	0.560937	3.34606	14.6573	0.35697	0.355997	0.0617735	0.225259	84.2602	0.143727	0.0974818
840	-13303.5	-13131.6	-171.888	0.269316	0.269316	0.0354828	0.180661	0.00313674	0.0809522	0.54049	3.37542	14.6089	0.361942	0.367144	0.0592803	0.211634	83.8949	0.216143	0.180661
850	-13298.9	-13128	-170.845	0.272287	0.272287	0.0501123	0.18702	0.00331694	0.0831928	0.54619	3.3673	14.9527	0.358326	0.365785	0.0590609	0.216827	82.1991	0.237132	0.18702
860	-13301	-13129.1	-171.918	0.282272	0.282272	0.0464944	0.174725	0.0039677	0.090796	0.564794	3.34044	15.0005	0.360135	0.353531	0.0593591	0.226975	85.1341	0.22122	0.174725
870	-13302.5	-13129.9	-172.587	0.255341	0.255341	0.0482848	0.114015	0.00237008	0.0705734	0.512615	3.41444	15.9104	0.35633	0.35957	0.0628323	0.221268	83.0536	0.1623	0.114015
880	-13301	-13128.4	-172.603	0.26056	0.26056	0.0392347	0.141544	0.00264088	0.0744153	0.523233	3.39971	15.8373	0.356918	0.355541	0.0617854	0.225756	83.7455	0.180779	0.141544
890	-13305	-13132.5	-172.483	0.248895	0.248895	0.0478139	0.203681	0.00206068	0.0658934	0.49915	3.4329	14.9434	0.346504	0.362886	0.0601896	0.23042	83.4712	0.251494	0.203681
900	-13300.2	-13123	-177.278	0.253331	0.253331	0.0289749	0.195411	0.00227064	0.0691057	0.508457	3.42017	15.6743	0.350802	0.367388	0.0615512	0.220259	93.1896	0.224386	0.195411
910	-13304.9	-13127.4	-177.535	0.277678	0.277678	0.0320559	0.109243	0.00365966	0.0872854	0.55634	3.35271	15.299	0.350802	0.367388	0.0615512	0.220259	96.9186	0.141299	0.109243
920	-13306.1	-13130.6	-175.47	0.261522	0.261522	0.0444353	0.103511	0.0026928	0.075128	0.525162	3.39702	17.4357	0.368872	0.345537	0.0623769	0.223214	90.4214	0.147946	0.103511
930	-13303	-13126.1	-176.872	0.2416	0.2416	0.0375158	0.154298	0.0017431	0.060694	0.483432	3.45413	16.8095	0.342526	0.355287	0.0653874	0.2368	95.7298	0.191814	0.154298
940	-13300.3	-13124.2	-176.115	0.251991	0.251991	0.0470174	0.123704	0.00220583	0.0681313	0.505665	3.424	16.2917	0.356702	0.352109	0.0573251	0.233865	92.8094	0.170722	0.123704
950	-13301.7	-13123.5	-178.241	0.240731	0.240731	0.043437	0.215777	0.00170755	0.0600825	0.481527	3.45668	17.3057	0.36246	0.361785	0.0589005	0.216855	95.7282	0.259214	0.215777
960	-13308.4	-13128.9	-179.531	0.26165	0.26165	0.0259563	0.279743	0.00269975	0.0752229	0.525418	3.39666	17.2065	0.37603	0.349981	0.0636225	0.210366	92.1725	0.305699	0.279743
970	-13308.4	-13129.9	-178.477	0.258141	0.258141	0.0276051	0.291422	0.00251309	0.072629	0.518342	3.40652	15.0317	0.355385	0.361495	0.0614269	0.221693	96.1901	0.319027	0.291422
980	-13302.8	-13127.9	-174.838	0.272618	0.272618	0.0540148	0.0646125	0.00333745	0.0834438	0.546822	3.3664	16.6526	0.355652	0.361345	0.0614015	0.221601	89.3898	0.118627	0.0646125
990	-13296.8	-13122.8	-174.044	0.26281	0.26281	0.0539991	0.0958138	0.00276331	0.0760847	0.527733	3.39342	16.0665	0.369977	0.347986	0.0632187	0.218818	89.3898	0.149813	0.0958138
1000	-13298.8	-13123.1	-175.716	0.261915	0.261915	0.0619386	0.05364	0.00271417	0.0754194	0.525948	3.39592	16.7305	0.352556	0.35912	0.0602418	0.228083	89.4872	0.115579	0.05364
1010	-13301.1	-13125.2	-175.909	0.236879	0.236879	0.0544942	0.0624146	0.00155561	0.0573916	0.472986	3.46807	16.7406	0.368296	0.350088	0.0615304	0.220086	94.1759	0.116909	0.0624146
1020	-13301.8	-13127	-174.756	0.246649	0.246649	0.0494977	0.126182	0.00195925	0.0642809	0.494366	3.43939	17.483	0.374506	0.345263	0.0590639	0.221167	87.5472	0.17568	0.126182
1030	-13299.4	-13124.3	-175.104	0.234673	0.234673	0.0502286	0.149562	0.00147273	0.0558667	0.46803	3.47463	17.9712	0.363261	0.357565	0.0646464	0.214527	88.3773	0.19979	0.149562
1040	-13294	-13119.3	-174.741	0.247414	0.247414	0.0427018	0.114339	0.00199343	0.0648291	0.496001	3.43718	17.5444	0.37239	0.354971	0.0596683	0.212971	88.2947	0.157041	0.114339
1050	-13300.5	-13125.2	-175.336	0.256719	0.256719	0.0618945	0.1272	0.00243979	0.0715832	0.515442	3.41054	16.5422	0.352492	0.366785	0.0606644	0.220059	89.4013	0.189095	0.1272
1060	-13297.3	-13122	-175.307	0.272503	0.272503	0.0334964	0.145572	0.00333033	0.0833568	0.546603	3.36671	15.535	0.359531	0.363783	0.0615128	0.215172	88.8262	0.179068	0.145572
1070	-13306	-13128.3	-177.72	0.267184	0.267184	0.053212	0.249681	0.00301118	0.0793511	0.536352	3.38129	16.3111	0.35187	0.369766	0.0677764	0.210588	91.3457	0.302893	0.249681
1080	-13303.4	-13126.3	-177.112	0.274507	0.274507	0.0573503	0.121465	0.00345564	0.0848745	0.550401	3.36127	16.8942	0.344463	0.370682	0.0610064	0.223849	93.5452	0.178815	0.121465
1090	-13300.3	-13123.5	-176.795	0.244385	0.244385	0.0599907	0.0454505	0.00186031	0.0626659	0.489494	3.44598	16.5625	0.346988	0.366171	0.0593869	0.227454	94.6993	0.105441	0.0454505
1100	-13301.4	-13125.2	-176.204	0.26428	0.26428	0.0537823	0.0851572	0.00284514	0.0771793	0.530648	3.38933	16.1724	0.353325	0.371832	0.0593305	0.215512	95.3161	0.138939	0.0851572
1110	-13299.7	-13122.8	-176.931	0.269415	0.269415	0.039672	0.113069	0.00314263	0.0810265	0.540681	3.37515	16.1726	0.360603	0.358502	0.0609431	0.219952	99.9586	0.152741	0.113069
1120	-13297.6	-13119.7	-177.918	0.268669	0.268669	0.0327989	0.233588	0.00309829	0.0804654	0.539238	3.3772	16.3638	0.356171	0.36016	0.061225	0.222444	97.935	0.266387	0.233588
1130	-13302.1	-13120.5	-181.579	0.260334	0.260334	0.0262473	0.493236	0.00262874	0.0742475	0.522777	3.40035	16.0899	0.349806	0.367938	0.0661278	0.216128	93.0686	0.519483	0.493236
1140	-13298.8	-13123.3	-175.554	0.265208	0.265208	0.0432289	0.104503	0.00289756	0.0778719	0.532479	3.38675	16.8741	0.369738	0.343735	0.0629577	0.223569	94.8142	0.147732	0.104503
1150	-13302.3	-13124.5	-177.808	0.272827	0.272827	0.0592169	0.204894	0.00335038	0.0836016	0.547219	3.36583	15.5032	0.354228	0.366354	0.0589211	0.220497	93.6184	0.264111	0.204894
1160	-13301.9	-13127.6	-174.277	0.280292	0.280292	0.0505506	0.0681683	0.00383312	0.0892804	0.561172	3.34571	15.1113	0.359627	0.353424	0.0630901	0.223858	88.5398	0.118719	0.0681683
1170	-13309.8	-13135.5	-174.214	0.260837	0.260837	0.0520982	0.0730555	0.00265575	0.0746201	0.523788	3.39894	15.46	0.349085	0.374905	0.059214	0.216796	90.551	0.125154	0.0730555
1180	-13316.3	-13141.6	-174.757	0.24874	0.24874	0.0532413	0.0960629	0.00205354	0.0657813	0.49882	3.43335	15.83	0.345171	0.370702	0.0622906	0.221837	92.8373	0.149304	0.0960629
1190	-13299.5	-13125.2	-174.335	0.2578	0.2578	0.053964	0.0988065	0.0024954	0.0723781	0.517649	3.40748	15.8987	0.345682	0.369769	0.0623829	0.222166	87.3061	0.15277	0.0988065
1200	-13300.1	-13123.4	-176.674	0.2746	0.2746	0.0418406	0.222641	0.00346154	0.0849453	0.550577	3.36102	15.9907	0.356023	0.362792	0.0624831	0.218703	97.683	0.264482	0.222641
1210	-13305.1	-13128.8	-176.263	0.250866	0.250866	0.0518492	0.0945334	0.00215235	0.0673159	0.503308	3.42722	16.2132	0.354085	0.360817	0.062143	0.222954	96.8115	0.146383	0.0945334
1220	-13308.8	-13131.3	-177.549	0.24728	0.24728	0.0363752	0.186805	0.00198741	0.0647329	0.495715	3.43757	18.5938	0.368893	0.354906	0.0608843	0.215317	99.4037	0.22318	0.186805
1230	-13307.7	-13132	-175.679	0.251932	0.251932	0.0390885	0.167194	0.00220301	0.0680885	0.505542	3.42417	16.4664	0.348668	0.366279	0.0628354	0.222217	93.7478	0.206283	0.167194
1240	-13300.8	-13124.5	-176.323	0.253004	0.253004	0.0614576	0.0447184	0.0022547	0.0688675	0.507777	3.4211	16.5473	0.366185	0.361407	0.0584243	0.213984	91.9109	0.106176	0.0447184
1250	-13295.2	-13120.7	-174.505	0.267589	0.267589	0.0436459	0.178986	0.00303476	0.0796543	0.53714	3.38017	16.1889	0.3586	0.363091	0.0633278	0.214981	87.1194	0.222632	0.178986
1260	-13296.9	-13121.9	-174.976	0.261592	0.261592	0.0503026	0.147495	0.00269659	0.0751799	0.525302	3.39682	15.0933	0.3586	0.363091	0.0633278	0.214981	94.5502	0.197798	0.147495
1270	-13305.9	-13129.4	-176.517	0.260523	0.260523	0.0304714	0.147495	0.00263887	0.0743875	0.523157	3.39982	16.4462	0.354921	0.359366	0.0619094	0.223804	93.2376	0.177966	0.147495
1280	-13303.1	-13126.6	-176.489	0.255608	0.255608	0.0403482	0.113049	0.00238349	0.0707688	0.513164	3.41368	17.0914	0.352745	0.359055	0.0612019	0.226997	99.6187	0.153397	0.113049
1290	-13302.2	-13126.6	-175.654	0.269798	0.269798	0.0440671	0.0806227	0.00316555	0.0813149	0.54142	3.3741	14.6941	0.347604	0.366669	0.0611668	0.22456	92.2154	0.12469	0.0806227
1300	-13307.6	-13132.5	-175.077	0.256414	0.256414	0.0489108	0.0760805	0.00242427	0.0713596	0.514818	3.4114	14.8801	0.343493	0.362332	0.0592808	0.234894	87.4051	0.124991	0.0760805
1310	-13297.8	-13123.3	-174.562	0.27689	0.27689	0.0506308	0.127687	0.00360829	0.0866851	0.554872	3.35483	15.256	0.340988	0.372333	0.0620322	0.224647	93.5355	0.178318	0.127687
1320	-13301.1	-13126.1	-175.056	0.265467	0.265467	0.0511441	0.0702996	0.00291232	0.0780658	0.532989	3.38603	15.4195	0.353175	0.357361	0.0647536	0.22471	93.3141	0.121444	0.0702996
