Iteration	Posterior	Likelihood	Prior	alpha	beta	diversification	extinction	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	root	speciation	turnover
1150	-13301.3	-13123.4	-177.94	0.253001	0.253001	0.0659058	0.11168	0.00225456	0.0688653	0.507771	3.42111	15.863	0.343284	0.374568	0.0571041	0.225044	88.8106	0.177586	0.11168
1160	-13306	-13131.1	-174.88	0.289967	0.289967	0.0411863	0.135878	0.00451682	0.0967165	0.578563	3.3202	14.9917	0.342402	0.373644	0.0638689	0.220085	96.1111	0.177064	0.135878
1170	-13305	-13131.3	-173.664	0.254288	0.254288	0.0523177	0.109771	0.00231764	0.0698034	0.510441	3.41744	16.1347	0.352989	0.370716	0.0579343	0.21836	85.0847	0.162088	0.109771
1180	-13307.4	-13131.9	-175.463	0.25958	0.25958	0.0639624	0.0820524	0.00258863	0.0736905	0.521258	3.40246	15.646	0.352785	0.358351	0.0640535	0.224811	88.559	0.146015	0.0820524
1190	-13305.9	-13130.1	-175.852	0.245745	0.245745	0.0445269	0.14653	0.00191937	0.063635	0.492427	3.44202	16.7526	0.36116	0.360188	0.0603268	0.218325	94.9289	0.191056	0.14653
1200	-13297.2	-13123.6	-173.624	0.261642	0.261642	0.0414989	0.178891	0.00269931	0.0752169	0.525402	3.39668	15.3466	0.367576	0.349556	0.060664	0.222204	84.374	0.22039	0.178891
1210	-13301.2	-13126	-175.23	0.249935	0.249935	0.035359	0.08728	0.00210872	0.0666429	0.501348	3.4299	14.691	0.360076	0.356209	0.0651826	0.218532	81.9971	0.122639	0.08728
1220	-13304.6	-13131.8	-172.794	0.277331	0.277331	0.0453481	0.169692	0.00363699	0.087021	0.555694	3.35365	15.5927	0.358796	0.371484	0.0615961	0.208124	83.8723	0.21504	0.169692
1230	-13299.6	-13122.3	-177.298	0.271764	0.271764	0.0252959	0.281364	0.00328481	0.0827981	0.545193	3.36872	14.438	0.34212	0.369695	0.059119	0.229066	94.4519	0.30666	0.281364
1240	-13297.5	-13123.8	-173.731	0.259086	0.259086	0.0495653	0.19107	0.00256252	0.0733254	0.520258	3.40385	15.6444	0.354075	0.353946	0.0653022	0.226677	86.6849	0.240636	0.19107
1250	-13307.8	-13131.5	-176.284	0.280077	0.280077	0.0304198	0.333132	0.00381864	0.0891157	0.560776	3.34629	15.9848	0.355149	0.354862	0.0627248	0.227264	95.9829	0.363552	0.333132
1260	-13309.9	-13136.5	-173.405	0.250596	0.250596	0.0549729	0.161575	0.00213963	0.0671204	0.50274	3.428	13.3694	0.352694	0.356213	0.0629635	0.228129	90.9544	0.216548	0.161575
